id	user_id	price_usd	tax	final_amount	payment_type
31431	972	29.15	2.04	31.189999999999998	cash
31432	884	796.87	55.78	852.65	cash
31433	192	670.38	46.93		
31434	1076	172.69	12.09	184.78	
31435	621	577.65	40.44		card
31436	1195	218.11	15.27	233.38000000000002	
31437	998	724.4	50.71	775.11	paypal
31438	1230	91.23	6.39		cash
31439	1154	232.52	16.28	248.8	
31440	1355	842.29	58.96	901.25	
31441	1083	111.68	7.82	119.5	paypal
31442	840	871.68	61.02	932.6999999999999	paypal
31443	390		50.17	766.86	paypal
31444	715	376.64	26.36	403.0	
31445	660			814.18	
31446	147	263.98	18.48	282.46000000000004	
31447	1145	552.03	38.64	590.67	paypal
31448	864		26.67	407.7	
31449	702	852.7	59.69	912.3900000000001	cash
31450	552	619.01	43.33	662.34	cash
31451	134	577.99	40.46	618.45	cash
31452	722		42.56		cash
31453	97	94.19	6.59	100.78	cash
31454	74		32.08	490.39	cash
31455	1426	872.75	61.09	933.84	card
31456	1150		21.61	330.33000000000004	
31457	1411	289.37	20.26	309.63	card
31458	65	$574.26	40.2	614.46	
31459	674	55.34			
31460	847	376.09	26.33		
31461	83	646.62	45.26	691.88	
31462	1004	726.7	50.87	777.57	
31463	1008	842.26	58.96	901.22	
31464	1207		37.15	567.8299999999999	paypal
31465	271	370.06	25.9		card
31466	853	625.66	43.8	669.4599999999999	cash
31467	980	526.54	36.86		card
31468	967	234.73	16.43	251.16	
31469	458	809.07	56.63		
31470	832	350.54	24.54	375.08000000000004	paypal
31471	776	841.93		900.8699999999999	
31472	464	892.5	62.48	954.98	cash
31473	483	50.23		53.75	
31474	798	$882.48	61.77	944.25	
31475	899	734.74	51.43		card
31476	850	841.55	58.91	900.4599999999999	
31477	669	127.12	8.9		cash
31478	705	141.5		151.41	
31479	726	805.07	56.35	861.4200000000001	card
31480	821		3.32	50.81	
31481	898	588.72		629.9300000000001	paypal
31482	34	539.28	37.75		card
31483	1131	551.03	38.57	589.6	
31484	660	43.48		46.519999999999996	card
31485	1500	$688.97	48.23	737.2	
31486	1243	461.55	32.31	493.86	card
31487	122	205.82	14.41	220.23	card
31488	1151	490.31		524.63	paypal
31489	1277		11.57	176.81	cash
31490	1339		41.07	627.7700000000001	paypal
31491	286			941.04	paypal
31492	1111	779.0	54.53	833.53	paypal
31493	101	770.11	53.91	824.02	paypal
31494	1352	309.05	21.63	330.68	cash
31495	432	12.33	0.86		card
31496	731		15.69	239.79	cash
31497	1069	586.91	41.08		cash
31498	593	858.71	60.11	918.82	
31499	877	58.2	4.07		
BAD_ROW_WITH_TOO_FEW_COLS
31501	950	559.62		598.79	cash
31502	1336	252.14	17.65	269.78999999999996	
31503	380	146.8	10.28	157.08	paypal
31504	763	271.64		290.65	paypal
31505	1164	808.57	56.6	865.1700000000001	card
31506	66		0.75	11.48	cash
31507	1475	236.11	16.53	252.64000000000001	
31508	277	54.26	3.8	58.059999999999995	
31509	1217	525.78		562.5799999999999	
31510	62	742.5		794.48	cash
31511	123	744.34	52.1	796.44	paypal
31512	553				
31513	904				
31514	733	536.39	37.55		paypal
31515	1006	198.17	13.87	212.04	paypal
31516	779	786.74			cash
31517	506	432.03	30.24	462.27	card
31518	1281	543.54	38.05	581.5899999999999	
31519	177	551.67	38.62	590.29	
31520	1346	68.67	4.81	73.48	paypal
31521	1292	94.92	6.64	101.56	cash
31522	1149	131.69	9.22	140.91	paypal
31523	1386	857.09	60.0	917.09	
31524	706	582.14	40.75	622.89	
31525	1405	603.56	42.25	645.81	cash
31526	592		12.02	183.74	cash
31527	362	808.97	56.63	865.6	
31528	859	870.91	60.96	931.87	
31529	311		33.11	506.11	card
31530	990	42.91	3.0	45.91	card
31531	1009	8.07	0.56	8.63	card
31532	1220	636.16	44.53	680.6899999999999	
31533	965	865.57	60.59	926.1600000000001	
31534	265	81.72	5.72	87.44	cash
31535	525		33.99		cash
31536	377	401.53	28.11	429.64	paypal
31537	1276	562.9	39.4	602.3	
31538	1153		55.87	853.99	
31539	354	100.02	7.0	107.02	
31540	1133	39.59	2.77	42.36000000000001	card
31541	811		37.2	568.5600000000001	cash
31542	696	399.44	27.96	427.4	cash
31543	1324		39.36	601.65	cash
31544	798	540.78	37.85	578.63	paypal
31545	949	171.53	12.01	183.54	
31546	569	610.27	42.72	652.99	card
31547	706	391.16	27.38	418.54	
31548	712	19.58	1.37	20.95	cash
31549	902	332.98	23.31	356.29	cash
31550	918	55.78	3.9	59.68	
31551	536		43.64		
31552	122	67.7	4.74		
31553	1372		25.12	383.98	card
31554	860	597.51	41.83	639.34	paypal
31555	1494	87.13	6.1	93.22999999999999	
31556	714	92.02	6.44	98.46	cash
31557	1228	857.89	60.05		cash
31558	308	642.68	44.99	687.67	
31559	82	190.96	13.37		cash
31560	1350	696.14	48.73	744.87	paypal
31561	849	570.94	39.97		card
31562	84	660.06	46.2		paypal
31563	886	609.04	42.63	651.67	
31564	1080	20.99	1.47	22.459999999999997	
31565	955	632.64	44.28	676.92	cash
31566	462	328.76	23.01	351.77	paypal
31567	198	650.62		696.16	cash
31568	436		19.82	303.02	
31569	1052	457.87	32.05	489.92	card
31570	795	$899.62	62.97		cash
31571	277	780.75	54.65	835.4	card
31572	372	386.4	27.05		paypal
31573	931	387.68		414.82	
31574	606		18.57	283.84999999999997	
31575	764		57.47	878.5	cash
31576	1350	664.46	46.51	710.97	
31577	663	391.32	27.39		cash
31578	1461	730.29	51.12	781.41	
31579	1485		50.04	764.9499999999999	
31580	1246	572.31	40.06	612.3699999999999	
31581	884	863.76	60.46	924.22	card
31582	611	869.96	60.9	930.86	cash
31583	1148	$645.48	45.18	690.66	
31584	792	449.48	31.46	480.94	
31585	761	639.37	44.76	684.13	cash
31586	556	821.23	57.49	878.72	paypal
31587	683		7.54	115.28	
31588	764	245.23	17.17	262.4	card
31589	341	223.33	15.63	238.96	paypal
31590	1472		20.58	314.56	paypal
31591	719	139.87	9.79	149.66	
31592	1169	524.0	36.68		paypal
31593	426	896.62	62.76	959.38	card
31594	903		20.06	306.6	
31595	796	630.52	44.14	674.66	paypal
31596	615	503.12	35.22	538.34	card
31597	960	484.78	33.93	518.7099999999999	cash
31598	422	593.13	41.52	634.65	card
31599	1442	425.07	29.75	454.82	cash
31600	612	878.58	61.5	940.08	card
31601	154	167.08	11.7	178.78	
31602	1058	312.89		334.78999999999996	
31603	202	578.28	40.48	618.76	paypal
31604	252	358.39	25.09	383.47999999999996	cash
31605	1010	406.21	28.43	434.64	paypal
31606	653	156.58	10.96	167.54000000000002	paypal
31607	455	435.78	30.5	466.28	
31608	1475	220.85	15.46		card
BAD_ROW_WITH_TOO_FEW_COLS
BAD_ROW_WITH_TOO_FEW_COLS
31611	225	343.93	24.08	368.01	paypal
31612	303	13.59	0.95	14.54	card
31613	500	646.19	45.23	691.4200000000001	card
31614	1187	101.94	7.14	109.08	cash
31615	1003	878.94	61.53		
31616	15	445.54	31.19	476.73	card
31617	1281	621.83	43.53	665.36	card
31618	1153	347.05	24.29	371.34000000000003	card
31619	76		25.42	388.61	card
31620	637	723.53	50.65	774.18	
31621	430	460.26	32.22	492.48	cash
31622	865	100.18	7.01		
31623	489	182.59	12.78	195.37	
31624	403	39.29		42.04	card
31625	759	664.97	46.55	711.52	card
31626	694	634.9	44.44	679.3399999999999	
31627	1160	167.42	11.72	179.14	card
31628	844	240.33			
31629	183		8.88	135.72	
31630	79	733.7	51.36	785.0600000000001	cash
31631	512	233.06	16.31	249.37	
31632	333	699.91	48.99	748.9	card
31633	1389		60.01		cash
31634	114	486.43	34.05	520.48	card
31635	530	599.89	41.99	641.88	cash
31636	834	217.0	15.19	232.19	
31637	460	43.34	3.03	46.370000000000005	card
31638	487	543.95	38.08	582.0300000000001	
31639	410	224.82	15.74	240.56	cash
31640	1492	$609.21	42.64	651.85	
31641	698	842.95	59.01	901.96	
31642	936	544.64	38.12	582.76	cash
31643	1387	765.18	53.56	818.74	cash
31644	1176	236.97	16.59	253.56	
31645	1040	85.45	5.98	91.43	cash
31646	394		52.56	803.3599999999999	
31647	1023	801.34	56.09	857.4300000000001	
31648	1017	136.73	9.57	146.29999999999998	card
31649	1016	439.51	30.77		card
31650	230	282.95	19.81	302.76	card
31651	175	893.14	62.52	955.66	
31652	1493	649.34	45.45		
31653	984	885.87	62.01	947.88	cash
31654	701		51.3	784.14	card
31655	1254	674.57		721.7900000000001	cash
31656	328	265.73	18.6	284.33000000000004	cash
31657	745	763.55	53.45	817.0	
31658	328	498.3	34.88	533.1800000000001	
31659	864	$329.76	23.08	352.84	
31660	540	764.17	53.49		paypal
31661	54		1.78		cash
31662	836	134.48		143.89	cash
31663	1119	859.91		920.0999999999999	
31664	157	132.97	9.31	142.28	cash
31665	1065	539.44	37.76	577.2	card
31666	1013	510.87	35.76	546.63	card
31667	1257	437.16	30.6	467.76000000000005	card
31668	953	244.68	17.13	261.81	paypal
31669	559	572.58	40.08	612.6600000000001	paypal
31670	381	461.3	32.29	493.59000000000003	
31671	700	157.81	11.05		
31672	639		55.9	854.4	
31673	417	47.8	3.35	51.15	
31674	1109	667.39		714.11	
31675	255	801.95	56.14	858.09	cash
31676	1480	694.71	48.63	743.34	paypal
31677	174		26.86	410.6	paypal
31678	110	625.56	43.79	669.3499999999999	
31679	1069	72.73	5.09	77.82000000000001	cash
31680	525			619.3299999999999	card
31681	460	573.8	40.17	613.9699999999999	paypal
31682	750	63.44	4.44	67.88	card
31683	362	401.94	28.14	430.08	cash
31684	551				
31685	523		27.09	414.04999999999995	cash
31686	756		9.73	148.73999999999998	
31687	749		41.92	640.8299999999999	
31688	40	186.72	13.07	199.79	
31689	1285	425.12	29.76	454.88	
31690	1132	8.22	0.58	8.8	
31691	1487	216.19	15.13	231.32	
31692	1284	690.01	48.3		card
31693	1232				
31694	198		49.89	762.55	card
31695	932	582.0	40.74	622.74	
31696	909	$596.76	41.77		
31697	1329	230.45	16.13	246.57999999999998	cash
31698	91		56.4	862.18	cash
31699	1038	506.47	35.45	541.9200000000001	cash
31700	1001	32.69	2.29	34.98	card
31701	1380	520.83		557.2900000000001	card
BAD_ROW_WITH_TOO_FEW_COLS
123|MISMATCH|EXTRA|COLS|HERE|oops
31704	308	364.82	25.54	390.36	paypal
31705	903	35.49		37.97	cash
31706	987	276.73	19.37	296.1	
31707	551	300.45	21.03	321.48	paypal
31708	126	229.55	16.07	245.62	card
31709	130	729.79		780.88	cash
31710	834	721.77	50.52	772.29	paypal
31711	1443	580.8	40.66	621.4599999999999	paypal
31712	1095	814.19	56.99	871.1800000000001	
31713	1024	14.68	1.03	15.709999999999999	card
31714	1293	$372.6	26.08	398.68	paypal
31715	1100	47.44	3.32	50.76	card
31716	673	384.26		411.15999999999997	
31717	466	673.37	47.14	720.51	
31718	70		26.7	408.18	card
31719	293	210.98	14.77	225.75	card
31720	1350	886.5	62.06	948.56	paypal
31721	1011	550.04	38.5	588.54	
31722	1473	549.22	38.45	587.6700000000001	
31723	630	593.3	41.53		cash
31724	395	9.4	0.66	10.06	
31725	350	116.04		124.16000000000001	paypal
31726	283		38.68	591.31	paypal
31727	1421	798.17	55.87	854.04	
31728	172		13.68	209.08	cash
31729	1151	354.2	24.79	378.99	paypal
31730	1307	239.33	16.75		
31731	1375	206.96	14.49		
31732	1213	814.82	57.04	871.86	
31733	871	296.85	20.78	317.63	card
31734	200	53.31	3.73	57.04	
31735	66	126.95	8.89		paypal
31736	741	623.84	43.67	667.51	
31737	265	278.47	19.49	297.96000000000004	paypal
31738	814	90.11		96.42	paypal
31739	1202	$117.64	8.23	125.87	card
31740	674	575.21	40.26	615.47	
31741	1359	412.36	28.87	441.23	
31742	463	268.68	18.81	287.49	
31743	1100	734.49	51.41		paypal
31744	1395	176.32	12.34	188.66	
31745	464	626.68	43.87	670.55	
31746	72	31.27	2.19	33.46	cash
31747	898	268.3	18.78	287.08000000000004	
31748	607	91.74	6.42	98.16	
31749	549	692.24	48.46	740.7	paypal
31750	905	93.16	6.52	99.67999999999999	paypal
31751	1356	418.26		447.53999999999996	
31752	849	851.05	59.57		paypal
31753	983	510.98		546.75	card
31754	1098		13.08	199.88000000000002	card
BAD_ROW_WITH_TOO_FEW_COLS
31756	9	49.79	3.49	53.28	
31757	1346	235.3	16.47		cash
31758	1346	387.74	27.14	414.88	
31759	225	651.89	45.63	697.52	card
31760	489	687.74	48.14	735.88	card
31761	1091	115.88	8.11	123.99	
31762	100	199.7		213.67999999999998	
31763	801	312.63	21.88	334.51	paypal
31764	970		33.09	505.78	
31765	219	683.8	47.87	731.67	
31766	631	269.17	18.84		
31767	1245	406.88	28.48	435.36	paypal
31768	112	551.84	38.63	590.47	
31769	1456	650.28	45.52		
31770	501	502.75	35.19	537.94	
31771	455	373.2	26.12	399.32	card
31772	156	717.87	50.25		card
31773	1010	$285.45	19.98	305.43	cash
31774	1341	51.69	3.62	55.309999999999995	paypal
31775	429	397.86		425.71000000000004	cash
,,,
31777	161	849.6	59.47	909.07	
31778	366	299.01		319.94	cash
31779	472		58.25	890.41	
31780	919	691.44	48.4	739.84	cash
31781	1412		50.98	779.24	card
31782	990	591.68	41.42	633.0999999999999	card
31783	1183	489.56	34.27	523.83	cash
31784	1052	825.16	57.76	882.92	paypal
31785	414	668.59	46.8	715.39	cash
31786	1346	118.65		126.96000000000001	
31787	264	178.72	12.51	191.23	cash
31788	1144	169.94	11.9	181.84	paypal
31789	683	429.9	30.09	459.98999999999995	cash
31790	531	593.09	41.52	634.61	
31791	285	784.82	54.94	839.76	cash
,,,
31793	1188	148.79	10.42	159.20999999999998	paypal
31794	451	5.2	0.36		paypal
31795	1311	488.27	34.18	522.4499999999999	paypal
31796	632		43.28	661.5	card
31797	1295	252.99	17.71	270.7	paypal
31798	1413		41.26	630.67	
31799	171	189.22	13.25	202.47	paypal
31800	96	603.69	42.26	645.95	paypal
31801	33	739.77	51.78	791.55	cash
31802	1147	341.71	23.92	365.63	
31803	667	806.48	56.45	862.9300000000001	paypal
31804	643	555.15	38.86	594.01	cash
31805	807	137.69	9.64	147.32999999999998	paypal
31806	1115	820.23	57.42		card
31807	374	717.26		767.47	card
31808	639	630.35	44.12	674.47	
31809	309	615.51	43.09	658.6	paypal
31810	448		1.93	29.5	
31811	1086		46.31	707.8900000000001	paypal
31812	1443	163.8	11.47	175.27	card
31813	840	804.56	56.32	860.88	card
31814	836	14.61	1.02	15.629999999999999	
31815	912	212.24	14.86	227.10000000000002	card
31816	1181	132.18	9.25	141.43	paypal
31817	931		28.79	440.03000000000003	
31818	263	889.97	62.3	952.27	paypal
31819	15	228.54	16.0	244.54	cash
31820	57	856.27	59.94	916.21	
31821	1337	$292.41	20.47	312.88	
31822	740	576.33	40.34	616.6700000000001	paypal
31823	581	750.66	52.55	803.2099999999999	paypal
31824	980	278.05	19.46	297.51	cash
31825	1116	656.74		702.71	
31826	1227	312.64	21.88	334.52	
31827	1317	456.5		488.46	
31828	702	460.99	32.27	493.26	card
31829	440	282.8	19.8	302.6	cash
31830	707	438.43		469.12	cash
31831	880	715.76	50.1	765.86	
31832	1408		32.78	501.08000000000004	cash
31833	387	434.12	30.39	464.51	cash
31834	965	29.19	2.04	31.23	card
31835	766		3.61	55.21	paypal
31836	1043	469.76	32.88	502.64	
31837	937	287.14	20.1	307.24	
31838	671	872.8		933.9	
31839	1294	294.27	20.6	314.87	paypal
31840	272		31.56	482.38	card
31841	954	$103.37	7.24	110.61	
31842	841	260.24	18.22	278.46000000000004	cash
31843	1417	206.66	14.47	221.13	
31844	821	525.32	36.77		card
31845	1464	37.84	2.65	40.49	card
31846	1149		38.0	580.79	paypal
31847	701	315.67	22.1	337.77000000000004	
31848	1417	455.44	31.88	487.32	
31849	795	106.24		113.67999999999999	
31850	1226	772.41	54.07	826.48	cash
31851	171	668.91	46.82		cash
31852	774	557.33	39.01	596.34	card
31853	378	469.33	32.85	502.18	paypal
31854	871	727.72	50.94	778.6600000000001	
31855	560	739.87	51.79	791.66	paypal
31856	1088		5.22	79.75	
31857	1201	566.15	39.63	605.78	card
31858	1064	44.18		47.269999999999996	paypal
31859	698	661.51			card
31860	1220	371.04	25.97		card
31861	179	411.77	28.82		paypal
31862	238	623.32	43.63	666.95	cash
31863	826		35.33		
31864	539	551.7	38.62	590.32	
31865	135	869.76	60.88	930.64	cash
31866	1236	255.51	17.89	273.4	paypal
31867	1067		35.92		paypal
31868	378		21.78	332.90999999999997	paypal
31869	842	637.51	44.63	682.14	cash
31870	703	237.59	16.63	254.22	cash
31871	1230	430.72	30.15		
31872	337	593.98	41.58	635.5600000000001	cash
31873	827	721.94	50.54	772.48	card
31874	964	866.09	60.63	926.72	cash
31875	441	847.36	59.32	906.6800000000001	paypal
31876	440	806.06		862.4799999999999	paypal
31877	1389	362.73	25.39	388.12	
31878	1347			13.33	cash
31879	262	681.59		729.3000000000001	
31880	1125	490.14	34.31	524.45	
31881	615		27.12	414.48	card
31882	146	430.11	30.11	460.22	card
31883	1283			610.6800000000001	
31884	1224	138.89	9.72	148.60999999999999	card
31885	913	183.79	12.87	196.66	card
31886	1190	518.55	36.3	554.8499999999999	cash
31887	1457	839.25		898.0	card
31888	1234	350.32	24.52		
31889	695	732.19	51.25		
31890	1069	$777.43	54.42	831.8499999999999	cash
31891	897	850.19	59.51	909.7	
31892	574	250.87		268.43	paypal
31893	120	869.26	60.85	930.11	cash
31894	1131	270.99	18.97	289.96000000000004	card
31895	574		23.17	354.19	card
31896	109	523.85	36.67	560.52	paypal
31897	36	449.12	31.44	480.56	
31898	343	403.64	28.25		card
31899	1490	369.12	25.84	394.96	paypal
31900	106	887.51	62.13	949.64	card
31901	1124	530.54	37.14	567.68	
31902	404	18.69	1.31	20.0	card
31903	955	740.76	51.85	792.61	cash
31904	184	418.03	29.26	447.28999999999996	
31905	587	540.85	37.86	578.71	
31906	757		7.07	108.13999999999999	
31907	618	103.96	7.28	111.24	
31908	691	477.47		510.89000000000004	card
31909	1126	259.88		278.07	
31910	321	526.62	36.86	563.48	
31911	108		40.52	619.3299999999999	paypal
31912	222	248.78	17.41	266.19	cash
31913	998	648.37	45.39	693.76	
31914	902	565.59	39.59	605.1800000000001	
31915	958	468.83	32.82	501.65	card
31916	29	841.48	58.9	900.38	paypal
31917	1109	44.42	3.11		paypal
31918	1089	374.54		400.76	card
31919	868	869.85	60.89	930.74	paypal
31920	590	625.75		669.55	
31921	1345	280.54		300.18	card
31922	170	351.91	24.63	376.54	
31923	1097	698.86	48.92	747.78	
31924	866	513.21		549.13	
31925	1421	811.57	56.81	868.3800000000001	card
31926	1398		52.65	804.84	cash
31927	966	654.14	45.79	699.93	
31928	102		41.09	628.0500000000001	
31929	930	472.56		505.64	
31930	744	657.71	46.04	703.75	cash
31931	209	627.71	43.94	671.6500000000001	
,,,
31933	1037	525.9	36.81	562.71	card
31934	1009		46.9	716.9599999999999	paypal
31935	220	299.04	20.93	319.97	
31936	371	176.34			
31937	1385	605.84	42.41	648.25	
31938	404	184.22	12.9	197.12	cash
31939	883	334.33		357.72999999999996	cash
31940	623	727.99	50.96	778.95	paypal
31941	50	683.79	47.87	731.66	
31942	697		37.3	570.1999999999999	paypal
31943	1222	$708.77	49.61	758.38	cash
31944	1445		26.36	402.93	cash
31945	404	142.63	9.98	152.60999999999999	
31946	1290	274.41		293.62	
31947	983	374.67	26.23		card
31948	766	333.89	23.37	357.26	
31949	612	433.77	30.36	464.13	card
31950	436	782.07		836.8100000000001	
31951	543		9.21		
31952	157	658.61	46.1	704.71	
31953	715	708.6	49.6	758.2	cash
31954	362	75.31	5.27		card
31955	1289		35.13	536.99	
31956	311		61.35	937.78	card
31957	1094		47.94	732.75	cash
31958	751		26.15	399.69	card
31959	625	43.23	3.03	46.26	cash
31960	1155	70.38	4.93	75.31	
31961	465	202.3	14.16	216.46	card
31962	1282	205.69	14.4	220.09	
31963	1496	356.83	24.98	381.81	
31964	480			535.54	
31965	1232	269.36	18.86		paypal
31966	456	598.04	41.86		
31967	938	332.54	23.28	355.82000000000005	cash
31968	547	797.22	55.81	853.03	cash
31969	782	77.25			
31970	1098	360.96	25.27	386.22999999999996	paypal
31971	557	546.03	38.22	584.25	
31972	469	692.01		740.45	cash
31973	977	56.73	3.97		card
31974	393	168.68	11.81	180.49	
31975	1204	864.35	60.5	924.85	
31976	1111	260.87	18.26	279.13	
31977	1264	434.2	30.39	464.59	
31978	107	826.41	57.85	884.26	card
31979	679	472.13			
31980	1448	760.6	53.24	813.84	paypal
31981	1324			70.17	
31982	1146	346.37		370.62	
31983	518	567.77	39.74	607.51	
31984	681	380.16		406.77000000000004	
31985	391	742.18	51.95		
31986	1374	291.59	20.41	312.0	cash
31987	1348	836.23	58.54	894.77	
31988	851	75.59	5.29	80.88000000000001	card
31989	1418	537.93	37.66		
31990	910	219.44	15.36	234.8	card
31991	405	76.13	5.33	81.46	cash
31992	513	75.29	5.27	80.56	
31993	598	677.38	47.42	724.8	
31994	966	148.9		159.32	paypal
31995	1452	811.34	56.79	868.13	card
31996	654	335.01	23.45	358.46	
31997	1198	522.44	36.57		paypal
31998	572	$865.88	60.61		card
31999	671	767.6	53.73	821.33	card
32000	157	732.48	51.27		card
32001	839	284.05	19.88	303.93	cash
32002	1226	530.13	37.11		card
32003	1454	415.6	29.09	444.69	
32004	829	554.54		593.36	card
32005	1042		37.84	578.4200000000001	paypal
32006	588		58.0	886.64	card
32007	210		10.42	159.23999999999998	cash
32008	137	535.95	37.52		cash
32009	1304	805.02		861.37	cash
32010	548	418.2	29.27	447.46999999999997	
32011	460	247.6		264.93	paypal
32012	287	112.63			cash
32013	730	$342.66	23.99	366.65000000000003	paypal
32014	714	333.41	23.34	356.75	card
32015	585	494.93	34.65	529.58	cash
32016	748	796.74		852.51	
32017	898		17.63	269.51	card
32018	284	29.34	2.05	31.39	card
32019	1363	339.46	23.76	363.21999999999997	
32020	1135	542.9	38.0	580.9	paypal
32021	198	77.14	5.4	82.54	card
32022	1340	82.47	5.77		paypal
32023	965	623.67	43.66		
32024	507	777.24	54.41		cash
32025	71	239.37	16.76	256.13	
32026	1152	859.34	60.15	919.49	
32027	1263	207.81	14.55	222.36	
32028	1275		16.32		
32029	844	563.96	39.48	603.44	paypal
32030	944	554.46	38.81	593.27	paypal
32031	1182	786.27	55.04	841.31	cash
32032	848	29.69	2.08	31.770000000000003	paypal
32033	437	796.76	55.77	852.53	card
32034	942	823.44	57.64		
32035	95	203.55		217.8	paypal
32036	1373	841.55	58.91		paypal
32037	743	25.48	1.78	27.26	paypal
32038	31		10.23	156.35	card
,,,
32040	896	$873.23	61.13	934.36	
32041	1291	668.95	46.83	715.7800000000001	cash
32042	744	843.76	59.06	902.8199999999999	
32043	477	398.73	27.91		cash
32044	345	583.88	40.87	624.75	paypal
32045	1259	868.4	60.79	929.1899999999999	paypal
32046	183	822.69	57.59	880.2800000000001	
32047	277	817.88		875.13	cash
32048	99		27.86		card
32049	785	506.89	35.48	542.37	
32050	1023	818.81	57.32		
32051	710	750.94	52.57		paypal
32052	942	73.14	5.12	78.26	card
32053	1111	411.26	28.79	440.05	
32054	389	883.37		945.21	
32055	1259	123.41	8.64	132.05	
32056	518	771.2	53.98		paypal
32057	3	474.38	33.21	507.59	
32058	1436	$662.13	46.35	708.48	
32059	840	290.65	20.35	311.0	cash
32060	298	652.16	45.65	697.81	card
32061	1083	516.16	36.13	552.29	
